rno	date	time	uno	sno	hno	addTF	price	complete
1437	2024-09-08	14:00	58	2	6,13	0,0	192000	0
1442	2024-09-08	14:00	47	3	10,20	0,0	231000	0
1446	2024-09-08	14:00	4	4	9	0	180000	0
1458	2024-09-08	14:00	8	6	7	0	60000	0
1463	2024-09-08	14:00	70	7	13,22	0,0	120000	0
1447	2024-09-08	15:00	36	4	11	0	200000	0
1453	2024-09-08	15:00	1	5	9,15	0,0	410000	0
1459	2024-09-08	15:00	54	6	13,16	0,0	240000	0
1468	2024-09-08	15:00	63	8	11,17	0,0	270000	0
1472	2024-09-08	15:00	34	9	14,17	0,0	190000	0
1477	2024-09-08	15:00	72	10	17	0	70000	0
1482	2024-09-08	15:00	40	11	3,15	0,0	410000	0
1438	2024-09-08	16:00	72	2	8,16	0,0	312000	0
1448	2024-09-08	16:00	26	4	2,7	0,0	210000	0
1464	2024-09-08	16:00	13	7	2,18	0,0	200000	0
1443	2024-09-08	17:00	14	3	12	0	88000	0
1454	2024-09-08	17:00	45	5	7,14	0,0	180000	0
1460	2024-09-08	17:00	77	6	18,24	0,0	80000	0
1469	2024-09-08	17:00	29	8	4,7	0,0	260000	0
1483	2024-09-08	17:00	31	11	5,11	0,0	380000	0
1439	2024-09-08	18:00	50	2	6,11	0,0	312000	0
1449	2024-09-08	18:00	1	4	4,18	0,0	250000	0
1465	2024-09-08	18:00	8	7	2,9	0,0	330000	0
1473	2024-09-08	18:00	78	9	23	0	25000	0
1478	2024-09-08	18:00	5	10	13	0	100000	0
1474	2024-09-08	19:00	43	9	10	0	200000	0
1479	2024-09-08	19:00	33	10	24	0	30000	0
1484	2024-09-09	10:00	69	1	19,20	0,0	78000	0
1488	2024-09-09	10:00	74	2	1,8	0,0	186000	0
1493	2024-09-09	10:00	56	3	13,17	0,0	187000	0
1497	2024-09-09	10:00	16	5	8,9	0,0	300000	0
1507	2024-09-09	10:00	28	8	1	0	35000	0
1511	2024-09-09	10:00	11	9	8,11	0,0	320000	0
1517	2024-09-09	10:00	48	10	6,11	0,0	260000	0
1503	2024-09-09	11:00	26	7	1,14	0,0	155000	0
1521	2024-09-09	11:00	43	11	15,23	0,0	255000	0
1489	2024-09-09	12:00	13	2	2	0	180000	0
1494	2024-09-09	12:00	62	3	12,14	0,0	220000	0
1498	2024-09-09	12:00	67	5	8,15	0,0	350000	0
1508	2024-09-09	12:00	60	8	2,3	0,0	330000	0
1512	2024-09-09	12:00	3	9	7,17	0,0	130000	0
1485	2024-09-09	13:00	15	1	7,24	0,0	117000	0
1490	2024-09-09	13:00	32	2	15	0	276000	0
1504	2024-09-09	13:00	20	7	9	0	180000	0
1518	2024-09-09	13:00	75	10	22,24	0,0	50000	0
1522	2024-09-09	13:00	68	11	5	0	180000	0
1491	2024-09-09	14:00	60	2	6,7	0,0	144000	0
1495	2024-09-09	14:00	52	3	2,16	0,0	319000	0
1499	2024-09-09	14:00	29	5	5,14	0,0	300000	0
1505	2024-09-09	14:00	37	7	24	0	30000	0
1513	2024-09-09	14:00	76	9	23	0	25000	0
1523	2024-09-09	14:00	25	11	7,11	0,0	260000	0
1486	2024-09-09	15:00	18	1	4	0	260000	0
1506	2024-09-09	15:00	77	7	6,22	0,0	80000	0
1509	2024-09-09	15:00	21	8	1,12	0,0	115000	0
1514	2024-09-09	15:00	58	9	12	0	80000	0
1500	2024-09-09	16:00	39	5	23	0	25000	0
1515	2024-09-09	16:00	31	9	11,17	0,0	270000	0
1492	2024-09-09	17:00	18	2	24	0	36000	0
1496	2024-09-09	17:00	73	3	4,12	0,0	308000	0
1501	2024-09-09	17:00	55	5	16	0	140000	0
1510	2024-09-09	17:00	40	8	6,8	0,0	180000	0
1519	2024-09-09	17:00	30	10	2,11	0,0	350000	0
1487	2024-09-09	18:00	1	1	6,22	0,0	104000	0
1502	2024-09-09	18:00	46	5	10,12	0,0	280000	0
1516	2024-09-09	18:00	49	9	10	0	200000	0
1524	2024-09-09	18:00	34	11	4,21	0,0	215000	0
1520	2024-09-09	19:00	80	10	12	0	80000	0
1525	2024-09-10	10:00	79	1	6,7	0,0	156000	0
1535	2024-09-10	10:00	16	3	16	0	154000	0
1540	2024-09-10	10:00	29	5	21,23	0,0	40000	0
1545	2024-09-10	10:00	67	8	6,18	0,0	110000	0
1555	2024-09-10	10:00	26	10	2,8	0,0	270000	0
1531	2024-09-10	11:00	46	2	9,19	0,0	276000	0
1549	2024-09-10	11:00	29	9	8	0	120000	0
1526	2024-09-10	12:00	42	1	1	0	45500	0
1536	2024-09-10	12:00	43	3	21,25	0,0	44000	0
1541	2024-09-10	12:00	39	5	11,15	0,0	430000	0
1550	2024-09-10	12:00	79	9	25	0	25000	0
1556	2024-09-10	12:00	20	10	1	0	35000	0
1527	2024-09-10	13:00	42	1	20	0	13000	0
1532	2024-09-10	13:00	11	2	7	0	72000	0
1546	2024-09-10	13:00	50	8	6,14	0,0	180000	0
1551	2024-09-10	13:00	55	9	5,8	0,0	300000	0
1528	2024-09-10	14:00	23	1	7,13	0,0	208000	0
1533	2024-09-10	14:00	25	2	8,17	0,0	228000	0
1537	2024-09-10	14:00	53	3	15,19	0,0	308000	0
1542	2024-09-10	14:00	1	5	7,12	0,0	140000	0
1557	2024-09-10	14:00	77	10	13,17	0,0	170000	0
1547	2024-09-10	15:00	74	8	13,16	0,0	240000	0
1529	2024-09-10	16:00	25	1	3,7	0,0	312000	0
1538	2024-09-10	16:00	27	3	9	0	198000	0
1552	2024-09-10	16:00	69	9	12,23	0,0	105000	0
1558	2024-09-10	16:00	15	10	1,9	0,0	215000	0
1534	2024-09-10	17:00	51	2	5,20	0,0	228000	0
1543	2024-09-10	17:00	33	5	12	0	80000	0
1530	2024-09-10	18:00	51	1	1,5	0,0	279500	0
1539	2024-09-10	18:00	7	3	1,9	0,0	236500	0
1544	2024-09-10	18:00	34	5	17,22	0,0	90000	0
1548	2024-09-10	18:00	14	8	15,16	0,0	370000	0
1553	2024-09-10	18:00	64	9	1	0	35000	0
1559	2024-09-10	18:00	58	10	7,13	0,0	160000	0
1554	2024-09-10	19:00	36	9	16	0	140000	0
1568	2024-09-11	10:00	75	4	19,24	0,0	80000	0
1572	2024-09-11	10:00	8	5	2,13	0,0	250000	0
1576	2024-09-11	10:00	45	6	8,15	0,0	350000	0
1582	2024-09-11	10:00	68	10	17,24	0,0	100000	0
1587	2024-09-11	10:00	40	11	24	0	30000	0
1560	2024-09-11	11:00	34	1	22	0	26000	0
1564	2024-09-11	11:00	27	2	1,7	0,0	114000	0
1588	2024-09-11	11:00	3	11	3,4	0,0	380000	0
1561	2024-09-11	12:00	52	1	8,19	0,0	221000	0
1569	2024-09-11	12:00	17	4	16,25	0,0	165000	0
1573	2024-09-11	12:00	14	5	1	0	35000	0
1577	2024-09-11	12:00	37	6	1,15	0,0	265000	0
1583	2024-09-11	12:00	79	10	16	0	140000	0
1565	2024-09-11	13:00	17	2	2,21	0,0	198000	0
1584	2024-09-11	13:00	7	10	7,9	0,0	240000	0
1562	2024-09-11	14:00	49	1	1,6	0,0	123500	0
1574	2024-09-11	14:00	20	5	13,16	0,0	240000	0
1578	2024-09-11	14:00	10	6	2	0	150000	0
1589	2024-09-11	14:00	25	11	22	0	20000	0
1570	2024-09-11	15:00	61	4	13	0	100000	0
1579	2024-09-11	15:00	40	6	3,13	0,0	280000	0
1585	2024-09-11	15:00	18	10	23,25	0,0	50000	0
1590	2024-09-11	15:00	10	11	2,10	0,0	350000	0
1563	2024-09-11	16:00	79	1	1,10	0,0	305500	0
1566	2024-09-11	16:00	66	2	13,16	0,0	288000	0
1575	2024-09-11	17:00	54	5	14,16	0,0	260000	0
1580	2024-09-11	17:00	20	6	17,21	0,0	85000	0
1586	2024-09-11	17:00	3	10	15,19	0,0	280000	0
1591	2024-09-11	17:00	61	11	20,22	0,0	30000	0
1567	2024-09-11	18:00	66	2	11,16	0,0	408000	0
1571	2024-09-11	19:00	72	4	15	0	230000	0
1581	2024-09-11	19:00	3	6	2	0	150000	0
1592	2024-09-11	19:00	1	11	24	0	30000	0
1593	2024-09-12	10:00	22	1	7,25	0,0	110500	0
1598	2024-09-12	10:00	45	2	15	0	276000	0
1605	2024-09-12	10:00	52	4	16	0	140000	0
1611	2024-09-12	10:00	18	6	5,13	0,0	280000	0
1616	2024-09-12	10:00	23	7	3	0	180000	0
1623	2024-09-12	10:00	5	9	13,25	0,0	125000	0
1617	2024-09-12	11:00	42	7	11	0	200000	0
1594	2024-09-12	12:00	36	1	7,23	0,0	110500	0
1599	2024-09-12	12:00	62	2	18	0	60000	0
1606	2024-09-12	12:00	37	4	20	0	10000	0
1612	2024-09-12	12:00	44	6	4	0	200000	0
1624	2024-09-12	12:00	32	9	14,16	0,0	260000	0
1600	2024-09-12	13:00	57	2	1,12	0,0	138000	0
1607	2024-09-12	13:00	62	4	8	0	120000	0
1618	2024-09-12	13:00	43	7	2,5	0,0	330000	0
1595	2024-09-12	14:00	32	1	3	0	234000	0
1608	2024-09-12	14:00	1	4	7,13	0,0	160000	0
1613	2024-09-12	14:00	46	6	15	0	230000	0
1596	2024-09-12	15:00	57	1	18,19	0,0	130000	0
1601	2024-09-12	15:00	44	2	2,24	0,0	216000	0
1619	2024-09-12	15:00	23	7	14	0	120000	0
1625	2024-09-12	15:00	18	9	12	0	80000	0
1609	2024-09-12	16:00	78	4	2,13	0,0	250000	0
1620	2024-09-12	16:00	65	7	12	0	80000	0
1626	2024-09-12	16:00	74	9	5	0	180000	0
1602	2024-09-12	17:00	15	2	14	0	144000	0
1614	2024-09-12	17:00	78	6	19	0	50000	0
1621	2024-09-12	17:00	34	7	21	0	15000	0
1627	2024-09-12	17:00	2	9	12,15	0,0	310000	0
1597	2024-09-12	18:00	77	1	8,10	0,0	416000	0
1603	2024-09-12	18:00	36	2	24	0	36000	0
1610	2024-09-12	18:00	78	4	6	0	60000	0
1615	2024-09-12	18:00	10	6	20,22	0,0	30000	0
1622	2024-09-12	18:00	63	7	20	0	10000	0
1604	2024-09-12	19:00	54	2	3	0	216000	0
1628	2024-09-13	10:00	12	1	19	0	65000	0
1639	2024-09-13	10:00	62	3	6,13	0,0	176000	0
1654	2024-09-13	10:00	42	7	10,15	0,0	430000	0
1658	2024-09-13	10:00	61	8	3,8	0,0	300000	0
1663	2024-09-13	10:00	2	11	5,20	0,0	190000	0
1634	2024-09-13	11:00	60	2	14	0	144000	0
1644	2024-09-13	11:00	67	4	9,12	0,0	260000	0
1629	2024-09-13	12:00	54	1	9	0	234000	0
1635	2024-09-13	12:00	21	2	15,18	0,0	336000	0
1649	2024-09-13	12:00	42	6	7	0	60000	0
1659	2024-09-13	12:00	7	8	18,19	0,0	100000	0
1664	2024-09-13	12:00	66	11	19,21	0,0	65000	0
1630	2024-09-13	13:00	52	1	2,16	0,0	377000	0
1640	2024-09-13	13:00	45	3	13	0	110000	0
1650	2024-09-13	13:00	2	6	11	0	200000	0
1641	2024-09-13	14:00	21	3	10,24	0,0	253000	0
1645	2024-09-13	14:00	32	4	12,22	0,0	100000	0
1651	2024-09-13	14:00	4	6	8,10	0,0	320000	0
1655	2024-09-13	14:00	51	7	15,22	0,0	250000	0
1660	2024-09-13	14:00	38	8	7	0	60000	0
1665	2024-09-13	14:00	52	11	12,13	0,0	180000	0
1631	2024-09-13	15:00	5	1	13	0	130000	0
1636	2024-09-13	15:00	71	2	2,10	0,0	420000	0
1661	2024-09-13	15:00	40	8	15,20	0,0	240000	0
1632	2024-09-13	16:00	71	1	6	0	78000	0
1642	2024-09-13	16:00	25	3	3,12	0,0	286000	0
1646	2024-09-13	16:00	56	4	3	0	180000	0
1652	2024-09-13	16:00	43	6	17	0	70000	0
1656	2024-09-13	16:00	74	7	22	0	20000	0
1633	2024-09-13	17:00	31	1	1,9	0,0	279500	0
1637	2024-09-13	17:00	26	2	17	0	84000	0
1647	2024-09-13	17:00	3	4	4	0	200000	0
1653	2024-09-13	17:00	56	6	2	0	150000	0
1666	2024-09-13	17:00	75	11	16,19	0,0	190000	0
1638	2024-09-13	18:00	34	2	25	0	30000	0
1643	2024-09-13	18:00	7	3	15	0	253000	0
1648	2024-09-13	18:00	73	4	7,22	0,0	80000	0
1657	2024-09-13	18:00	9	7	8,19	0,0	170000	0
1662	2024-09-13	18:00	23	8	2,15	0,0	380000	0
1667	2024-09-14	10:00	36	1	6,15	0,0	377000	0
1670	2024-09-14	10:00	70	3	3,9	0,0	396000	0
1675	2024-09-14	10:00	13	4	3,12	0,0	260000	0
1690	2024-09-14	10:00	48	7	22	0	20000	0
1695	2024-09-14	10:00	28	8	1,4	0,0	235000	0
1700	2024-09-14	10:00	14	9	16	0	140000	0
1681	2024-09-14	11:00	10	5	4,21	0,0	215000	0
1685	2024-09-14	11:00	34	6	5	0	180000	0
1705	2024-09-14	11:00	60	10	2,3	0,0	330000	0
1710	2024-09-14	11:00	71	11	8,16	0,0	260000	0
1676	2024-09-14	12:00	13	4	11,13	0,0	300000	0
1686	2024-09-14	12:00	22	6	20	0	10000	0
1696	2024-09-14	12:00	74	8	11,25	0,0	225000	0
1701	2024-09-14	12:00	55	9	4,24	0,0	230000	0
1668	2024-09-14	13:00	15	1	7,9	0,0	312000	0
1671	2024-09-14	13:00	46	3	5,12	0,0	286000	0
1682	2024-09-14	13:00	66	5	2,3	0,0	330000	0
1691	2024-09-14	13:00	28	7	6	0	60000	0
1706	2024-09-14	13:00	26	10	17	0	70000	0
1687	2024-09-14	14:00	38	6	20,25	0,0	35000	0
1692	2024-09-14	14:00	39	7	8,23	0,0	145000	0
1697	2024-09-14	14:00	19	8	19	0	50000	0
1702	2024-09-14	14:00	18	9	19	0	50000	0
1707	2024-09-14	14:00	72	10	3,4	0,0	380000	0
1711	2024-09-14	14:00	3	11	19,24	0,0	80000	0
1672	2024-09-14	15:00	64	3	18,21	0,0	71500	0
1677	2024-09-14	15:00	32	4	19	0	50000	0
1683	2024-09-14	15:00	59	5	15,23	0,0	255000	0
1698	2024-09-14	15:00	75	8	21	0	15000	0
1669	2024-09-14	16:00	12	1	12,18	0,0	169000	0
1688	2024-09-14	16:00	53	6	14	0	120000	0
1693	2024-09-14	16:00	32	7	1,13	0,0	135000	0
1708	2024-09-14	16:00	46	10	13	0	100000	0
1673	2024-09-14	17:00	18	3	8	0	132000	0
1678	2024-09-14	17:00	67	4	9	0	180000	0
1684	2024-09-14	17:00	52	5	6,12	0,0	140000	0
1689	2024-09-14	17:00	59	6	2,22	0,0	170000	0
1703	2024-09-14	17:00	76	9	6	0	60000	0
1709	2024-09-14	17:00	44	10	14,23	0,0	145000	0
1712	2024-09-14	17:00	43	11	25	0	25000	0
1674	2024-09-14	18:00	71	3	6,22	0,0	88000	0
1679	2024-09-14	18:00	66	4	5	0	180000	0
1694	2024-09-14	18:00	39	7	1,9	0,0	215000	0
1699	2024-09-14	18:00	78	8	1,4	0,0	235000	0
1704	2024-09-14	18:00	64	9	5,23	0,0	205000	0
1680	2024-09-14	19:00	26	4	19	0	50000	0
1713	2024-09-15	10:00	12	2	24	0	36000	0
1719	2024-09-15	10:00	22	3	24	0	33000	0
1725	2024-09-15	10:00	72	4	10,16	0,0	340000	0
1730	2024-09-15	10:00	25	5	2,16	0,0	290000	0
1740	2024-09-15	10:00	66	8	23	0	25000	0
1745	2024-09-15	10:00	1	9	17	0	70000	0
1748	2024-09-15	10:00	31	10	10,17	0,0	270000	0
1714	2024-09-15	11:00	42	2	7	0	72000	0
1720	2024-09-15	11:00	3	3	15,19	0,0	308000	0
1734	2024-09-15	11:00	51	6	8,19	0,0	170000	0
1715	2024-09-15	12:00	72	2	25	0	30000	0
1726	2024-09-15	12:00	13	4	9	0	180000	0
1731	2024-09-15	12:00	2	5	7,8	0,0	180000	0
1738	2024-09-15	12:00	35	7	23,25	0,0	50000	0
1741	2024-09-15	12:00	59	8	17,22	0,0	90000	0
1746	2024-09-15	12:00	19	9	3,14	0,0	300000	0
1716	2024-09-15	13:00	6	2	19	0	60000	0
1721	2024-09-15	13:00	52	3	4,11	0,0	440000	0
1727	2024-09-15	13:00	80	4	12,22	0,0	100000	0
1749	2024-09-15	13:00	36	10	9,16	0,0	320000	0
1752	2024-09-15	13:00	63	11	21,24	0,0	45000	0
1717	2024-09-15	14:00	67	2	8,22	0,0	168000	0
1735	2024-09-15	14:00	63	6	16	0	140000	0
1742	2024-09-15	14:00	61	8	10	0	200000	0
1722	2024-09-15	15:00	52	3	2,14	0,0	297000	0
1732	2024-09-15	15:00	4	5	10,21	0,0	215000	0
1736	2024-09-15	15:00	72	6	7,8	0,0	180000	0
1739	2024-09-15	15:00	26	7	1	0	35000	0
1750	2024-09-15	15:00	3	10	3,6	0,0	240000	0
1753	2024-09-15	15:00	10	11	8,9	0,0	300000	0
1728	2024-09-15	16:00	74	4	1	0	35000	0
1718	2024-09-15	17:00	34	2	8,18	0,0	204000	0
1723	2024-09-15	17:00	11	3	18,23	0,0	82500	0
1729	2024-09-15	17:00	51	4	1,21	0,0	50000	0
1737	2024-09-15	17:00	58	6	5,11	0,0	380000	0
1743	2024-09-15	17:00	16	8	8,13	0,0	220000	0
1747	2024-09-15	17:00	46	9	6,16	0,0	200000	0
1751	2024-09-15	17:00	71	10	19,24	0,0	80000	0
1733	2024-09-15	18:00	19	5	6,20	0,0	70000	0
1754	2024-09-15	18:00	2	11	7,24	0,0	90000	0
1724	2024-09-15	19:00	20	3	22	0	22000	0
1744	2024-09-15	19:00	46	8	17	0	70000	0
1755	2024-09-16	10:00	23	1	5,11	0,0	494000	0
1757	2024-09-16	10:00	51	2	12	0	96000	0
1761	2024-09-16	10:00	18	5	8,15	0,0	350000	0
1759	2024-09-16	11:00	49	3	1,5	0,0	236500	0
1767	2024-09-16	11:00	75	9	5,7	0,0	240000	0
1758	2024-09-16	12:00	23	2	4	0	240000	0
1760	2024-09-16	13:00	77	3	25	0	27500	0
1769	2024-09-16	13:00	42	10	7,20	0,0	70000	0
1765	2024-09-16	15:00	3	8	8	0	120000	0
1770	2024-09-16	15:00	47	10	5	0	180000	0
1771	2024-09-16	15:00	19	11	22	0	20000	0
1763	2024-09-16	16:00	13	7	8,14	0,0	240000	0
1766	2024-09-16	16:00	31	8	1,16	0,0	175000	0
1756	2024-09-16	17:00	20	1	6	0	78000	0
1768	2024-09-16	17:00	62	9	9	0	180000	0
1762	2024-09-16	18:00	58	5	18	0	50000	0
1764	2024-09-16	18:00	22	7	9,18	0,0	230000	0
1778	2024-09-17	10:00	68	3	5	0	198000	0
1785	2024-09-17	10:00	74	8	10,20	0,0	210000	0
1790	2024-09-17	10:00	62	9	9	0	180000	0
1786	2024-09-17	12:00	26	8	10	0	200000	0
1791	2024-09-17	12:00	33	9	9,16	0,0	320000	0
1774	2024-09-17	13:00	18	2	7,22	0,0	96000	0
1772	2024-09-17	14:00	60	1	24	0	39000	0
1787	2024-09-17	14:00	68	8	20	0	10000	0
1792	2024-09-17	14:00	16	10	2	0	150000	0
1775	2024-09-17	15:00	51	2	3	0	216000	0
1779	2024-09-17	15:00	45	3	7	0	66000	0
1788	2024-09-17	15:00	77	8	25	0	25000	0
1793	2024-09-17	15:00	35	10	1	0	35000	0
1776	2024-09-17	16:00	8	2	2	0	180000	0
1781	2024-09-17	16:00	70	5	8	0	120000	0
1789	2024-09-17	16:00	24	8	17	0	70000	0
1773	2024-09-17	17:00	54	1	11	0	260000	0
1777	2024-09-17	17:00	50	2	7	0	72000	0
1780	2024-09-17	17:00	69	3	8,13	0,0	242000	0
1782	2024-09-17	17:00	74	5	14	0	120000	0
1783	2024-09-17	18:00	4	5	20	0	10000	0
1784	2024-09-17	19:00	55	5	17	0	70000	0
1797	2024-09-18	10:00	20	2	6,8	0,0	216000	0
1802	2024-09-18	10:00	53	4	25	0	25000	0
1807	2024-09-18	10:00	23	5	7,23	0,0	85000	0
1811	2024-09-18	10:00	19	6	5,10	0,0	380000	0
1819	2024-09-18	10:00	4	11	14,19	0,0	170000	0
1794	2024-09-18	11:00	65	1	4,7	0,0	338000	0
1798	2024-09-18	12:00	31	2	3	0	216000	0
1803	2024-09-18	12:00	62	4	16,18	0,0	190000	0
1808	2024-09-18	12:00	13	5	25	0	25000	0
1815	2024-09-18	12:00	26	10	11,13	0,0	300000	0
1820	2024-09-18	12:00	34	11	23,24	0,0	55000	0
1799	2024-09-18	13:00	52	2	8,24	0,0	180000	0
1804	2024-09-18	14:00	55	4	8,15	0,0	350000	0
1812	2024-09-18	14:00	41	6	4,12	0,0	280000	0
1816	2024-09-18	14:00	29	10	24	0	30000	0
1821	2024-09-18	14:00	32	11	13	0	100000	0
1800	2024-09-18	15:00	16	2	6,18	0,0	132000	0
1809	2024-09-18	15:00	39	5	1,7	0,0	95000	0
1817	2024-09-18	15:00	6	10	2	0	150000	0
1822	2024-09-18	15:00	50	11	6,7	0,0	120000	0
1795	2024-09-18	16:00	77	1	7	0	78000	0
1805	2024-09-18	16:00	4	4	12	0	80000	0
1813	2024-09-18	16:00	59	6	10,11	0,0	400000	0
1796	2024-09-18	17:00	7	1	10,14	0,0	416000	0
1801	2024-09-18	17:00	11	2	4,5	0,0	456000	0
1810	2024-09-18	17:00	61	5	24	0	30000	0
1806	2024-09-18	18:00	69	4	9,16	0,0	320000	0
1814	2024-09-18	18:00	78	6	8,12	0,0	200000	0
1818	2024-09-18	19:00	38	10	21	0	15000	0
1823	2024-09-19	10:00	56	1	12,20	0,0	117000	0
1827	2024-09-19	10:00	68	2	8,17	0,0	228000	0
1831	2024-09-19	10:00	14	4	12	0	80000	0
1835	2024-09-19	10:00	53	6	14,17	0,0	190000	0
1840	2024-09-19	10:00	41	7	1	0	35000	0
1846	2024-09-19	10:00	48	9	14	0	120000	0
1832	2024-09-19	11:00	18	4	9,19	0,0	230000	0
1847	2024-09-19	11:00	21	9	24	0	30000	0
1828	2024-09-19	12:00	54	2	15,18	0,0	336000	0
1836	2024-09-19	12:00	32	6	8,9	0,0	300000	0
1841	2024-09-19	12:00	47	7	14	0	120000	0
1824	2024-09-19	13:00	75	1	23	0	32500	0
1842	2024-09-19	13:00	42	7	7	0	60000	0
1848	2024-09-19	13:00	45	9	6,7	0,0	120000	0
1829	2024-09-19	14:00	6	2	17	0	84000	0
1833	2024-09-19	14:00	52	4	4,20	0,0	210000	0
1837	2024-09-19	15:00	70	6	5,14	0,0	300000	0
1843	2024-09-19	15:00	41	7	15	0	230000	0
1849	2024-09-19	15:00	64	9	16	0	140000	0
1825	2024-09-19	16:00	63	1	9,20	0,0	247000	0
1844	2024-09-19	16:00	42	7	14,23	0,0	145000	0
1850	2024-09-19	16:00	64	9	19,23	0,0	75000	0
1834	2024-09-19	17:00	26	4	1,6	0,0	95000	0
1838	2024-09-19	17:00	16	6	23	0	25000	0
1826	2024-09-19	18:00	65	1	10,17	0,0	351000	0
1830	2024-09-19	18:00	22	2	6	0	72000	0
1845	2024-09-19	18:00	52	7	25	0	25000	0
1851	2024-09-19	18:00	76	9	16,17	0,0	210000	0
1839	2024-09-19	19:00	59	6	14	0	120000	0
1852	2024-09-20	10:00	38	1	15	0	299000	0
1859	2024-09-20	10:00	25	4	21	0	15000	0
1863	2024-09-20	10:00	61	7	24	0	30000	0
1865	2024-09-20	10:00	21	8	1	0	35000	0
1853	2024-09-20	11:00	39	2	8,13	0,0	264000	0
1864	2024-09-20	11:00	74	7	8	0	120000	0
1866	2024-09-20	11:00	35	8	5	0	180000	0
1860	2024-09-20	12:00	1	4	9,13	0,0	280000	0
1861	2024-09-20	12:00	59	6	4	0	200000	0
1868	2024-09-20	12:00	57	11	4	0	200000	0
1854	2024-09-20	13:00	31	2	15	0	276000	0
1857	2024-09-20	14:00	33	3	9,10	0,0	418000	0
1862	2024-09-20	14:00	24	6	12	0	80000	0
1858	2024-09-20	16:00	46	3	17	0	77000	0
1855	2024-09-20	17:00	23	2	17	0	84000	0
1867	2024-09-20	17:00	25	8	8,17	0,0	190000	0
1869	2024-09-20	17:00	79	11	14	0	120000	0
1856	2024-09-20	19:00	77	2	2	0	180000	0
1870	2024-09-21	10:00	17	1	9,14	0,0	390000	0
1880	2024-09-21	10:00	52	4	6,13	0,0	160000	0
1886	2024-09-21	10:00	4	5	1,15	0,0	265000	0
1894	2024-09-21	10:00	51	7	25	0	25000	0
1898	2024-09-21	10:00	44	8	3,13	0,0	280000	0
1903	2024-09-21	10:00	9	9	13	0	100000	0
1908	2024-09-21	10:00	34	10	3,7	0,0	240000	0
1875	2024-09-21	11:00	33	3	7,24	0,0	99000	0
1890	2024-09-21	11:00	46	6	2,18	0,0	200000	0
1913	2024-09-21	11:00	9	11	13	0	100000	0
1881	2024-09-21	12:00	8	4	22,23	0,0	45000	0
1887	2024-09-21	12:00	14	5	9,18	0,0	230000	0
1904	2024-09-21	12:00	19	9	2,3	0,0	330000	0
1909	2024-09-21	12:00	38	10	21	0	15000	0
1914	2024-09-21	12:00	26	11	3,16	0,0	320000	0
1871	2024-09-21	13:00	69	1	9	0	234000	0
1891	2024-09-21	13:00	76	6	11,12	0,0	280000	0
1895	2024-09-21	13:00	1	7	9,16	0,0	320000	0
1899	2024-09-21	13:00	79	8	5,7	0,0	240000	0
1910	2024-09-21	13:00	59	10	4,19	0,0	250000	0
1876	2024-09-21	14:00	7	3	25	0	27500	0
1882	2024-09-21	14:00	33	4	4,17	0,0	270000	0
1905	2024-09-21	14:00	15	9	5,6	0,0	240000	0
1872	2024-09-21	15:00	10	1	23	0	32500	0
1877	2024-09-21	15:00	50	3	2,25	0,0	192500	0
1888	2024-09-21	15:00	37	5	6,9	0,0	240000	0
1892	2024-09-21	15:00	45	6	22	0	20000	0
1896	2024-09-21	15:00	51	7	9,19	0,0	230000	0
1900	2024-09-21	15:00	46	8	4	0	200000	0
1911	2024-09-21	15:00	25	10	9,14	0,0	300000	0
1915	2024-09-21	15:00	70	11	6,8	0,0	180000	0
1873	2024-09-21	16:00	61	1	13	0	130000	0
1883	2024-09-21	16:00	54	4	12,25	0,0	105000	0
1906	2024-09-21	16:00	14	9	17	0	70000	0
1878	2024-09-21	17:00	69	3	14	0	132000	0
1889	2024-09-21	17:00	13	5	4,19	0,0	250000	0
1893	2024-09-21	17:00	36	6	1,23	0,0	60000	0
1897	2024-09-21	17:00	25	7	8,19	0,0	170000	0
1901	2024-09-21	17:00	31	8	5	0	180000	0
1907	2024-09-21	17:00	76	9	8,10	0,0	320000	0
1912	2024-09-21	17:00	48	10	4	0	200000	0
1916	2024-09-21	17:00	17	11	4,20	0,0	210000	0
1874	2024-09-21	18:00	21	1	2,15	0,0	494000	0
1884	2024-09-21	18:00	44	4	17	0	70000	0
1902	2024-09-21	18:00	25	8	12,14	0,0	200000	0
1879	2024-09-21	19:00	23	3	14	0	132000	0
1885	2024-09-21	19:00	56	4	20	0	10000	0
1925	2024-09-22	10:00	49	6	8	0	120000	0
1932	2024-09-22	10:00	7	9	8,21	0,0	135000	0
1917	2024-09-22	11:00	72	2	11	0	240000	0
1926	2024-09-22	11:00	51	6	4	0	200000	0
1936	2024-09-22	11:00	45	11	1,10	0,0	235000	0
1918	2024-09-22	12:00	57	2	1	0	42000	0
1933	2024-09-22	12:00	21	9	11	0	200000	0
1919	2024-09-22	13:00	43	3	11	0	220000	0
1921	2024-09-22	13:00	49	5	8	0	120000	0
1929	2024-09-22	13:00	77	8	16	0	140000	0
1935	2024-09-22	13:00	66	10	9,10	0,0	380000	0
1922	2024-09-22	14:00	24	5	21	0	15000	0
1937	2024-09-22	14:00	36	11	17	0	70000	0
1923	2024-09-22	15:00	10	5	25	0	25000	0
1928	2024-09-22	15:00	59	7	15	0	230000	0
1934	2024-09-22	15:00	17	9	9,14	0,0	300000	0
1927	2024-09-22	16:00	73	6	24	0	30000	0
